0.455	-0.30485	-0.30485	-4.1304e-06	4.0263e+24	2e+27	294.31	31400	41124	82.79	1200	-0.1297	-0.16986	-0.00034195	-0.0049564
0.46	-0.3082	-0.3082	-4.1908e-06	4.0273e+24	2e+27	294.35	31146	41114	82.79	1200	-0.13052	-0.1723	-0.00034695	-0.0050289
0.465	-0.31155	-0.31155	-4.2514e-06	4.0282e+24	2e+27	294.38	30895	41105	82.79	1200	-0.13134	-0.17475	-0.00035197	-0.0051017
0.47	-0.3149	-0.3149	-4.3122e-06	4.0292e+24	2e+27	294.42	30647	41095	82.79	1200	-0.13216	-0.17721	-0.00035701	-0.0051747
0.475	-0.31825	-0.31825	-4.3733e-06	4.0302e+24	2e+27	294.45	30404	41084	82.79	1200	-0.13296	-0.17968	-0.00036207	-0.005248
0.48	-0.3216	-0.3216	-4.4347e-06	4.0313e+24	2e+27	294.49	30163	41074	82.79	1200	-0.13376	-0.18215	-0.00036714	-0.0053216
0.485	-0.32495	-0.32495	-4.4962e-06	4.0324e+24	2e+27	294.52	29926	41063	82.79	1200	-0.13456	-0.18463	-0.00037224	-0.0053955
0.49	-0.3283	-0.3283	-4.5581e-06	4.0335e+24	2e+27	294.56	29692	41051	82.79	1200	-0.13534	-0.18711	-0.00037736	-0.0054697
0.495	-0.33165	-0.33165	-4.6201e-06	4.0346e+24	2e+27	294.6	29462	41039	82.79	1200	-0.13612	-0.18961	-0.0003825	-0.0055442
0.5	-0.335	-0.335	-4.6824e-06	4.0358e+24	2e+27	294.63	29234	41027	82.79	1200	-0.13689	-0.19211	-0.00038766	-0.0056189
0.505	-0.33835	-0.33835	-4.745e-06	4.0371e+24	2e+27	294.67	29009	41015	82.79	1200	-0.13765	-0.19461	-0.00039284	-0.005694
0.51	-0.3417	-0.3417	-4.8078e-06	4.0383e+24	2e+27	294.71	28787	41002	82.79	1200	-0.1384	-0.19713	-0.00039803	-0.0057694
0.515	-0.34505	-0.34505	-4.8709e-06	4.0396e+24	2e+27	294.75	28568	40989	82.79	1200	-0.13915	-0.19965	-0.00040326	-0.005845
0.52	-0.3484	-0.3484	-4.9342e-06	4.041e+24	2e+27	294.79	28352	40975	82.79	1200	-0.13989	-0.20218	-0.0004085	-0.005921
0.525	-0.35175	-0.35175	-4.9977e-06	4.0424e+24	2e+27	294.83	28138	40961	82.79	1200	-0.14063	-0.20471	-0.00041376	-0.0059973
0.53	-0.3551	-0.3551	-5.0616e-06	4.0438e+24	2e+27	294.87	27927	40946	82.79	1200	-0.14135	-0.20725	-0.00041905	-0.0060739
0.535	-0.35845	-0.35845	-5.1257e-06	4.0453e+24	2e+27	294.91	27718	40931	82.79	1200	-0.14207	-0.2098	-0.00042435	-0.0061508
0.54	-0.3618	-0.3618	-5.1901e-06	4.0468e+24	2e+27	294.96	27512	40916	82.79	1200	-0.14279	-0.21236	-0.00042968	-0.0062281
0.545	-0.36515	-0.36515	-5.2547e-06	4.0484e+24	2e+27	295	27307	40900	82.79	1200	-0.14349	-0.21492	-0.00043504	-0.0063057
0.55	-0.3685	-0.3685	-5.3197e-06	4.05e+24	2e+27	295.04	27105	40883	82.79	1200	-0.14419	-0.21748	-0.00044041	-0.0063836
0.555	-0.37185	-0.37185	-5.3849e-06	4.0517e+24	2e+27	295.09	26906	40866	82.79	1200	-0.14488	-0.22006	-0.00044581	-0.0064619
0.56	-0.3752	-0.3752	-5.4504e-06	4.0535e+24	2e+27	295.13	26708	40849	82.79	1200	-0.14557	-0.22264	-0.00045124	-0.0065405
0.565	-0.37855	-0.37855	-5.5162e-06	4.0553e+24	2e+27	295.17	26512	40830	82.79	1200	-0.14625	-0.22523	-0.00045668	-0.0066194
0.57	-0.3819	-0.3819	-5.5823e-06	4.0572e+24	2e+27	295.22	26318	40812	82.79	1200	-0.14692	-0.22782	-0.00046216	-0.0066988
0.575	-0.38525	-0.38525	-5.6487e-06	4.0591e+24	2e+27	295.27	26126	40792	82.79	1200	-0.14758	-0.23042	-0.00046766	-0.0067785
0.58	-0.3886	-0.3886	-5.7155e-06	4.0611e+24	2e+27	295.31	25936	40772	82.79	1200	-0.14824	-0.23303	-0.00047318	-0.0068586
0.585	-0.39195	-0.39195	-5.7825e-06	4.0631e+24	2e+27	295.36	25747	40752	82.79	1200	-0.14888	-0.23565	-0.00047873	-0.006939
0.59	-0.3953	-0.3953	-5.8499e-06	4.0653e+24	2e+27	295.41	25560	40730	82.79	1200	-0.14953	-0.23827	-0.00048431	-0.0070199
0.595	-0.39865	-0.39865	-5.9176e-06	4.0675e+24	2e+27	295.46	25375	40708	82.79	1200	-0.15016	-0.2409	-0.00048992	-0.0071012
0.6	-0.402	-0.402	-5.9857e-06	4.0697e+24	2e+27	295.51	25191	40686	82.79	1200	-0.15079	-0.24353	-0.00049556	-0.0071829
0.605	-0.40535	-0.40535	-6.0542e-06	4.0721e+24	2e+27	295.55	25009	40662	82.79	1200	-0.15141	-0.24617	-0.00050122	-0.007265
0.61	-0.4087	-0.4087	-6.123e-06	4.0745e+24	2e+27	295.6	24828	40638	82.79	1200	-0.15202	-0.24882	-0.00050692	-0.0073475
0.615	-0.41205	-0.41205	-6.1921e-06	4.077e+24	2e+27	295.66	24649	40613	82.79	1200	-0.15263	-0.25148	-0.00051264	-0.0074306
0.62	-0.4154	-0.4154	-6.2617e-06	4.0796e+24	2e+27	295.71	24470	40587	82.79	1200	-0.15323	-0.25414	-0.0005184	-0.007514
0.625	-0.41875	-0.41875	-6.3316e-06	4.0823e+24	2e+27	295.76	24293	40560	82.79	1200	-0.15382	-0.25681	-0.00052419	-0.007598
0.63	-0.4221	-0.4221	-6.402e-06	4.0851e+24	2e+27	295.81	24117	40533	82.79	1200	-0.1544	-0.25949	-0.00053002	-0.0076824
0.635	-0.42545	-0.42545	-6.4728e-06	4.088e+24	2e+27	295.87	23942	40504	82.79	1200	-0.15497	-0.26217	-0.00053588	-0.0077673
0.64	-0.4288	-0.4288	-6.544e-06	4.0909e+24	2e+27	295.92	23768	40474	82.79	1200	-0.15554	-0.26487	-0.00054177	-0.0078528
0.645	-0.43215	-0.43215	-6.6157e-06	4.094e+24	2e+27	295.97	23595	40444	82.79	1200	-0.1561	-0.26756	-0.00054771	-0.0079388
0.65	-0.4355	-0.4355	-6.6878e-06	4.0972e+24	2e+27	296.03	23423	40413	82.79	1200	-0.15665	-0.27027	-0.00055368	-0.0080254
0.655	-0.43885	-0.43885	-6.7604e-06	4.1005e+24	2e+27	296.09	23252	40380	82.79	1200	-0.15719	-0.27298	-0.00055969	-0.0081125
0.66	-0.4422	-0.4422	-6.8335e-06	4.1039e+24	2e+27	296.14	23082	40346	82.79	1200	-0.15773	-0.27571	-0.00056574	-0.0082002
0.665	-0.44555	-0.44555	-6.9071e-06	4.1075e+24	2e+27	296.2	22912	40311	82.79	1200	-0.15825	-0.27843	-0.00057183	-0.0082885
0.67	-0.4489	-0.4489	-6.9812e-06	4.1112e+24	2e+27	296.26	22743	40276	82.79	1200	-0.15877	-0.28117	-0.00057797	-0.0083775
0.675	-0.45225	-0.45225	-7.0559e-06	4.115e+24	2e+27	296.32	22574	40238	82.79	1200	-0.15928	-0.28392	-0.00058415	-0.0084671
0.68	-0.4556	-0.4556	-7.1311e-06	4.1189e+24	2e+27	296.38	22406	40200	82.79	1200	-0.15978	-0.28667	-0.00059038	-0.0085574
0.685	-0.45895	-0.45895	-7.2069e-06	4.123e+24	2e+27	296.44	22239	40160	82.79	1200	-0.16027	-0.28943	-0.00059666	-0.0086483
0.69	-0.4623	-0.4623	-7.2834e-06	4.1272e+24	2e+27	296.5	22072	40119	82.79	1200	-0.16076	-0.2922	-0.00060299	-0.00874
0.695	-0.46565	-0.46565	-7.3604e-06	4.1316e+24	2e+27	296.56	21905	40076	82.79	1200	-0.16123	-0.29498	-0.00060937	-0.0088325
0.7	-0.469	-0.469	-7.4381e-06	4.1361e+24	2e+27	296.63	21738	40032	82.79	1200	-0.16169	-0.29777	-0.0006158	-0.0089258
0.705	-0.47235	-0.47235	-7.5165e-06	4.1408e+24	2e+27	296.69	21572	39987	82.79	1200	-0.16215	-0.30056	-0.00062229	-0.0090198
0.71	-0.4757	-0.4757	-7.5956e-06	4.1457e+24	2e+27	296.76	21406	39940	82.79	1200	-0.16259	-0.30337	-0.00062884	-0.0091147
0.715	-0.47905	-0.47905	-7.6754e-06	4.1508e+24	2e+27	296.82	21240	39891	82.79	1200	-0.16302	-0.30618	-0.00063544	-0.0092105
0.72	-0.4824	-0.4824	-7.756e-06	4.156e+24	2e+27	296.89	21074	39841	82.79	1200	-0.16345	-0.309	-0.00064212	-0.0093072
0.725	-0.48575	-0.48575	-7.8374e-06	4.1615e+24	2e+27	296.96	20907	39788	82.79	1200	-0.16386	-0.31184	-0.00064885	-0.0094049
0.73	-0.4891	-0.4891	-7.9196e-06	4.1671e+24	2e+27	297.03	20741	39734	82.79	1200	-0.16426	-0.31468	-0.00065566	-0.0095035
0.735	-0.49245	-0.49245	-8.0026e-06	4.173e+24	2e+27	297.1	20575	39678	82.79	1200	-0.16465	-0.31753	-0.00066253	-0.0096032
0.74	-0.4958	-0.4958	-8.0866e-06	4.1791e+24	2e+27	297.17	20408	39621	82.79	1200	-0.16503	-0.3204	-0.00066948	-0.0097039
0.745	-0.49915	-0.49915	-8.1715e-06	4.1854e+24	2e+27	297.24	20241	39561	82.79	1200	-0.1654	-0.32327	-0.00067651	-0.0098058
0.75	-0.5025	-0.5025	-8.2573e-06	4.192e+24	2e+27	297.31	20074	39499	82.79	1200	-0.16575	-0.32615	-0.00068362	-0.0099088
0.755	-0.50585	-0.50585	-8.3442e-06	4.1988e+24	2e+27	297.39	19906	39435	82.79	1200	-0.1661	-0.32905	-0.00069081	-0.010013
0.76	-0.5092	-0.5092	-8.4321e-06	4.2059e+24	2e+27	297.46	19737	39368	82.79	1200	-0.16643	-0.33196	-0.00069809	-0.010119
